"","date","count","","","","","","","","","","","","","","","","","","","","","","","","","","max","","","","","","","","","","","","","","","","","","","","","","","","","","min","","","","","","","","","","","","","","","","","","","","","","","","","","mean","","","","","","","","","","","","","","","","","","","","","","","","","","std","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","10/17/2017","9","0","0","0","0","39","0","3","0","0","0","0","0","19","1","0","1","0","0","0","0","0","0","0","0","0","71435","","","","","86341","","","","","","","","82243","","","","","","","","","","","","","34068","","","","","12194","","","","","","","","13134","","","","","","","","","","","","","53733.666666667","","","","","40919.051282051","","","","","","","","34710.526315789","","","","","","","","","","","","","13400.037070844","","","","","21921.561058931","","","","","","","","25943.850830781","","","","","","","","","","","",""
"891","10/18/2017","10","0","0","0","0","36","0","2","0","0","0","0","0","12","1","0","4","0","0","0","0","0","0","0","0","0","86329","","","","","86367","","","","","","","","86003","","","","","","","","","","","","","40027","","","","","10878","","","","","","","","40748","","","","","","","","","","","","","66902.8","","","","","55324.972222222","","","","","","","","64532.166666667","","","","","","","","","","","","","19468.709646222","","","","","22728.451194151","","","","","","","","20968.404650952","","","","","","","","","","","",""
"892","10/19/2017","7","0","0","0","0","30","0","1","0","2","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","72453","","","","","86285","","","","","","","","46595","","","","","","","","","","","","","11522","","","","","24439","","","","","","","","46595","","","","","","","","","","","","","45275.285714286","","","","","56479.366666667","","","","","","","","46595","","","","","","","","","","","","","19462.680790976","","","","","18965.664117363","","","","","","","","0","","","","","","","","","","","",""
"893","10/20/2017","9","0","0","0","0","33","0","0","0","0","0","0","1","3","1","0","0","0","0","1","0","0","0","0","0","0","78441","","","","","85747","","","","","","","","","","","","","","","","","","","","","8175","","","","","3540","","","","","","","","","","","","","","","","","","","","","29548.333333333","","","","","43126.666666667","","","","","","","","","","","","","","","","","","","","","32151.344789137","","","","","21320.808702513","","","","","","","","","","","","","","","","","","","",""
"894","10/21/2017","3","0","0","0","0","24","0","1","1","0","0","0","0","9","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","83958","","","","","","","","62886","","","","","","","","","","","","","","","","","","678","","","","","","","","16044","","","","","","","","","","","","","","","","","","38060.041666667","","","","","","","","42067.333333333","","","","","","","","","","","","","","","","","","23978.662053329","","","","","","","","24687.901692935","","","","","","","","","","","",""
"895","10/22/2017","2","0","0","0","0","30","0","0","0","0","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","84734","","","","","","","","84242","","","","","","","","","","","","","","","","","","3475","","","","","","","","25835","","","","","","","","","","","","","","","","","","47809.533333333","","","","","","","","59361.714285714","","","","","","","","","","","","","","","","","","27306.682373688","","","","","","","","23493.80504668","","","","","","","","","","","",""
"896","10/23/2017","5","0","0","0","0","19","0","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","66361","","","","","83120","","","","","","","","74417","","","","","","","","","","","","","16156","","","","","3270","","","","","","","","27486","","","","","","","","","","","","","28781.6","","","","","47864.894736842","","","","","","","","50951.5","","","","","","","","","","","","","21523.018882118","","","","","26414.707300405","","","","","","","","24734.80881156","","","","","","","","","","","",""
"897","10/24/2017","1","0","0","0","1","22","0","1","1","0","0","0","0","10","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","85424","","","","","","","","85423","","","","","","","","","","","","","","","","","","4322","","","","","","","","18647","","","","","","","","","","","","","","","","","","47181.363636364","","","","","","","","60308.2","","","","","","","","","","","","","","","","","","30141.878524809","","","","","","","","24410.301526655","","","","","","","","","","","",""
"898","10/25/2017","0","0","0","0","0","17","0","4","0","0","0","0","0","22","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","58231","","","","","","","","63514","","","","","","","","","","","","","","","","","","2564","","","","","","","","2564","","","","","","","","","","","","","","","","","","28355.352941176","","","","","","","","34748.181818182","","","","","","","","","","","","","","","","","","16487.958723494","","","","","","","","20918.386680112","","","","","","","","","","","",""
"899","10/26/2017","1","0","0","0","0","16","0","2","2","0","0","0","0","12","4","0","6","0","0","0","0","0","0","0","0","0","","","","","","86154","","","","","","","","81685","","","65571","","","","","","","","","","","","","","","8544","","","","","","","","17367","","","30811","","","","","","","","","","","","","","","56640.75","","","","","","","","49155","","","53779.666666667","","","","","","","","","","","","","","","24172.161675503","","","","","","","","28245.436075425","","","17350.520426393","","","","","","","","",""
"900","10/27/2017","13","0","0","0","0","63","0","5","3","3","0","0","0","24","14","0","0","0","0","0","0","0","0","0","0","0","80752","","","","","85238","","78574","","","","","","78574","71153","","","","","","","","","","","","30527","","","","","54","","28584","","","","","","12558","26626","","","","","","","","","","","","70883.076923077","","","","","53573.142857143","","58465.2","","","","","","55542.666666667","62842.285714286","","","","","","","","","","","","15764.576812491","","","","","27807.309913772","","21209.227513043","","","","","","21473.605383003","15163.848113338","","","","","","","","","","",""
"901","10/28/2017","14","0","0","0","0","22","0","2","3","0","0","0","0","11","11","0","1","0","0","0","0","0","0","0","0","0","49282","","","","","83725","","","","","","","","47033","47447","","","","","","","","","","","","599","","","","","2157","","","","","","","","25706","37944","","","","","","","","","","","","38593.142857143","","","","","46401.727272727","","","","","","","","36068.454545455","38860.818181818","","","","","","","","","","","","12029.33665194","","","","","23881.450789825","","","","","","","","10709.544746287","2847.9202523309","","","","","","","","","","",""
"902","10/29/2017","0","0","0","0","0","19","0","2","0","2","0","0","0","10","0","1","8","0","0","1","0","0","0","0","0","0","","","","","","78169","","","","","","","","54802","","","50430","","","","","","","","","","","","","","","585","","","","","","","","4944","","","2017","","","","","","","","","","","","","","","44234.421052632","","","","","","","","29873.3","","","31389.25","","","","","","","","","","","","","","","23724.785593963","","","","","","","","26277.157038217","","","15544.533147886","","","","","","","","",""
"903","10/30/2017","1","0","0","1","0","18","0","3","0","1","1","0","0","15","1","0","3","0","0","0","0","0","0","0","0","0","","","","","","83011","","","","","","","","71254","","","","","","","","","","","","","","","","","","7640","","","","","","","","15268","","","","","","","","","","","","","","","","","","48481.111111111","","","","","","","","36673","","","","","","","","","","","","","","","","","","25390.806749662","","","","","","","","25547.989716833","","","","","","","","","","","",""
"904","10/31/2017","0","0","0","0","0","28","0","4","0","0","1","0","0","29","1","0","2","0","0","0","0","0","0","0","0","0","","","","","","79656","","","","","","","","77754","","","","","","","","","","","","","","","","","","3425","","","","","","","","30185","","","","","","","","","","","","","","","","","","42688.607142857","","","","","","","","44313.551724138","","","","","","","","","","","","","","","","","","21870.85900926","","","","","","","","16987.283036744","","","","","","","","","","","",""
"905","11/1/2017","0","0","0","0","0","18","0","5","2","1","2","0","0","19","6","0","5","0","0","0","3","0","0","0","0","0","","","","","","80506","","80729","","","","","","80729","73424","","85551","","","","","","","","","","","","","","","7609","","36363","","","","","","36362","50107","","15231","","","","","","","","","","","","","","","34301.111111111","","65741.8","","","","","","59397.105263158","57887.333333333","","37980","","","","","","","","","","","","","","","22675.517419063","","21083.254627784","","","","","","19432.940916263","12034.277920452","","27727.268311177","","","","","","","","",""
"906","11/2/2017","3","0","0","0","0","23","0","1","0","1","2","0","0","10","3","1","6","0","0","0","0","0","0","0","0","0","","","","","","82345","","","","","","","","54149","","","82336","","","","","","","","","","","","","","","1100","","","","","","","","11871","","","6996","","","","","","","","","","","","","","","48494.913043478","","","","","","","","32367.7","","","33825","","","","","","","","","","","","","","","25078.135799415","","","","","","","","21689.934542445","","","27092.333542905","","","","","","","","",""
"907","11/3/2017","0","0","0","0","0","39","0","1","0","0","1","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","86171","","","","","","","","64394","","","","","","","","","","","","","","","","","","1940","","","","","","","","15347","","","","","","","","","","","","","","","","","","46139.820512821","","","","","","","","33739.875","","","","","","","","","","","","","","","","","","28026.593866007","","","","","","","","25384.027100507","","","","","","","","","","","",""
